1-Wire/iButton Part Number: DS1921G-F5,,
1-Wire/iButton Registration Number: 3800000032E01F21,,
Is Mission Active?  true,,
Mission Start:  Mon Apr 04 12:01:00 PDT 2016,,
Sample Rate:  Every 240 minute(s),,
Number of Mission Samples:  1218,,
Total Samples:  7429,,
Roll Over Enabled?  true,,
Roll Over Occurred?  Roll over has NOT occurred,,
Active Alarms:  None fired,,
Next Clock Alarm At:  Disabled,,
High Temperature Alarm:  85 •À_C,,
Low Temperature Alarm:  -40 •À_C,,
,,
Date/Time,Unit,Value
4/4/16 12:01,C,22
4/4/16 16:01,C,22.5
4/4/16 20:01,C,22.5
4/5/16 0:01,C,23
4/5/16 4:01,C,22.5
4/5/16 8:01,C,23
4/5/16 12:01,C,30.5
4/5/16 16:01,C,20.5
4/5/16 20:01,C,11.5
4/6/16 0:01,C,8.5
4/6/16 4:01,C,11
4/6/16 8:01,C,10.5
4/6/16 12:01,C,31.5
4/6/16 16:01,C,22
4/6/16 20:01,C,12
4/7/16 0:01,C,9
4/7/16 4:01,C,8.5
4/7/16 8:01,C,10
4/7/16 12:01,C,12.5
4/7/16 16:01,C,13
4/7/16 20:01,C,9.5
4/8/16 0:01,C,7.5
4/8/16 4:01,C,7
4/8/16 8:01,C,7.5
4/8/16 12:01,C,9
4/8/16 16:01,C,8
4/8/16 20:01,C,7
4/9/16 0:01,C,6.5
4/9/16 4:01,C,5.5
4/9/16 8:01,C,3.5
4/9/16 12:01,C,8
4/9/16 16:01,C,6
4/9/16 20:01,C,5
4/10/16 0:01,C,4.5
4/10/16 4:01,C,4
4/10/16 8:01,C,4
4/10/16 12:01,C,6
4/10/16 16:01,C,7
4/10/16 20:01,C,5.5
4/11/16 0:01,C,5
4/11/16 4:01,C,2
4/11/16 8:01,C,4
4/11/16 12:01,C,7.5
4/11/16 16:01,C,10
4/11/16 20:01,C,6
4/12/16 0:01,C,5
4/12/16 4:01,C,2.5
4/12/16 8:01,C,2.5
4/12/16 12:01,C,15.5
4/12/16 16:01,C,12
4/12/16 20:01,C,9
4/13/16 0:01,C,4.5
4/13/16 4:01,C,2
4/13/16 8:01,C,3
4/13/16 12:01,C,21
4/13/16 16:01,C,13.5
4/13/16 20:01,C,8.5
4/14/16 0:01,C,3.5
4/14/16 4:01,C,2
4/14/16 8:01,C,4.5
4/14/16 12:01,C,19.5
4/14/16 16:01,C,13
4/14/16 20:01,C,6
4/15/16 0:01,C,3.5
4/15/16 4:01,C,2
4/15/16 8:01,C,1
4/15/16 12:01,C,19.5
4/15/16 16:01,C,12
4/15/16 20:01,C,7
4/16/16 0:01,C,3.5
4/16/16 4:01,C,3.5
4/16/16 8:01,C,5.5
4/16/16 12:01,C,24.5
4/16/16 16:01,C,15.5
4/16/16 20:01,C,9
4/17/16 0:01,C,7.5
4/17/16 4:01,C,5.5
4/17/16 8:01,C,8.5
4/17/16 12:01,C,27.5
4/17/16 16:01,C,17.5
4/17/16 20:01,C,9
4/18/16 0:01,C,5
4/18/16 4:01,C,4
4/18/16 8:01,C,5
4/18/16 12:01,C,28
4/18/16 16:01,C,19
4/18/16 20:01,C,10
4/19/16 0:01,C,6
4/19/16 4:01,C,5
4/19/16 8:01,C,7.5
4/19/16 12:01,C,28.5
4/19/16 16:01,C,19.5
4/19/16 20:01,C,10.5
4/20/16 0:01,C,7
4/20/16 4:01,C,5.5
